Seasonality;access;EIR;prev_allInf_210_baseline_yearly;prev_210_cat;seed
seas9mo;0.04;1.2;0.333490437;(0.3,0.4];1
seas9mo;0.04;1.2;0.353188743;(0.3,0.4];2
seas9mo;0.04;1.2;0.350194793;(0.3,0.4];3
seas9mo;0.04;1.2;0.355042694;(0.3,0.4];4
seas9mo;0.04;1.2;0.356563637;(0.3,0.4];5
seas9mo;0.04;1.2;0.36085204;(0.3,0.4];6
seas9mo;0.04;1.2;0.37121182;(0.3,0.4];7
seas9mo;0.04;1.2;0.355848024;(0.3,0.4];8
seas9mo;0.04;1.2;0.350828693;(0.3,0.4];9
seas9mo;0.04;1.2;0.367105098;(0.3,0.4];10
seas4mo;0.0972;1.4;0.359623062;(0.3,0.4];1
seas4mo;0.0972;1.4;0.367412047;(0.3,0.4];2
seas4mo;0.0972;1.4;0.36329033;(0.3,0.4];3
seas4mo;0.0972;1.4;0.355562025;(0.3,0.4];4
seas4mo;0.0972;1.4;0.35478387;(0.3,0.4];5
seas4mo;0.0972;1.4;0.351620714;(0.3,0.4];6
seas4mo;0.0972;1.4;0.38803366;(0.3,0.4];7
seas4mo;0.0972;1.4;0.355661872;(0.3,0.4];8
seas4mo;0.0972;1.4;0.375444229;(0.3,0.4];9
seas4mo;0.0972;1.4;0.364190897;(0.3,0.4];10
seas3mo;0.04;1.5;0.498477585;(0.4,0.5];1
seas3mo;0.04;1.5;0.459772474;(0.4,0.5];2
seas3mo;0.04;1.5;0.470844253;(0.4,0.5];3
seas3mo;0.04;1.5;0.461940516;(0.4,0.5];4
seas3mo;0.04;1.5;0.46632154;(0.4,0.5];5
seas3mo;0.04;1.5;0.457213358;(0.4,0.5];6
seas3mo;0.04;1.5;0.457138003;(0.4,0.5];7
seas3mo;0.04;1.5;0.469281402;(0.4,0.5];8
seas3mo;0.04;1.5;0.473957413;(0.4,0.5];9
seas3mo;0.04;1.5;0.451258069;(0.4,0.5];10
seas4mo;0.04;1.5;0.498996769;(0.4,0.5];1
seas4mo;0.04;1.5;0.467652643;(0.4,0.5];2
seas4mo;0.04;1.5;0.42345817;(0.4,0.5];3
seas4mo;0.04;1.5;0.509210515;(0.5,0.6];4
seas4mo;0.04;1.5;0.489164357;(0.4,0.5];5
seas4mo;0.04;1.5;0.459015282;(0.4,0.5];6
seas4mo;0.04;1.5;0.490390231;(0.4,0.5];7
seas4mo;0.04;1.5;0.512486854;(0.5,0.6];8
seas4mo;0.04;1.5;0.477830255;(0.4,0.5];9
seas4mo;0.04;1.5;0.50331199;(0.4,0.5];10
seas3mo;0.0972;1.5;0.360625416;(0.3,0.4];1
seas3mo;0.0972;1.5;0.330806449;(0.3,0.4];2
seas3mo;0.0972;1.5;0.361245076;(0.3,0.4];3
seas3mo;0.0972;1.5;0.344215843;(0.3,0.4];4
seas3mo;0.0972;1.5;0.350201965;(0.3,0.4];5
seas3mo;0.0972;1.5;0.358300819;(0.3,0.4];6
seas3mo;0.0972;1.5;0.35981768;(0.3,0.4];7
seas3mo;0.0972;1.5;0.381028734;(0.3,0.4];8
seas3mo;0.0972;1.5;0.352711249;(0.3,0.4];9
seas3mo;0.0972;1.5;0.332111947;(0.3,0.4];10
seas4mo;0.0972;1.5;0.400701243;(0.3,0.4];1
seas4mo;0.0972;1.5;0.379963491;(0.3,0.4];2
seas4mo;0.0972;1.5;0.332342144;(0.3,0.4];3
seas4mo;0.0972;1.5;0.358411273;(0.3,0.4];4
seas4mo;0.0972;1.5;0.385756885;(0.3,0.4];5
seas4mo;0.0972;1.5;0.367698089;(0.3,0.4];6
seas4mo;0.0972;1.5;0.384116337;(0.3,0.4];7
seas4mo;0.0972;1.5;0.367978876;(0.3,0.4];8
seas4mo;0.0972;1.5;0.392629601;(0.3,0.4];9
seas4mo;0.0972;1.5;0.380778251;(0.3,0.4];10
seas3mo;0.2412;1.5;0.239200697;(0.2,0.3];1
seas3mo;0.2412;1.5;0.202693333;(0.1,0.2];2
seas3mo;0.2412;1.5;0.246776542;(0.2,0.3];3
seas3mo;0.2412;1.5;0.233444358;(0.2,0.3];4
seas3mo;0.2412;1.5;0.249019543;(0.2,0.3];5
seas3mo;0.2412;1.5;0.229761761;(0.2,0.3];6
seas3mo;0.2412;1.5;0.238717928;(0.2,0.3];7
seas3mo;0.2412;1.5;0.260846358;(0.2,0.3];8
seas3mo;0.2412;1.5;0.223857561;(0.2,0.3];9
seas3mo;0.2412;1.5;0.205975287;(0.2,0.3];10
seas4mo;0.2412;1.5;0.259485417;(0.2,0.3];1
seas4mo;0.2412;1.5;0.227549456;(0.2,0.3];2
seas4mo;0.2412;1.5;0.233262824;(0.2,0.3];3
seas4mo;0.2412;1.5;0.245853322;(0.2,0.3];4
seas4mo;0.2412;1.5;0.24475744;(0.2,0.3];5
seas4mo;0.2412;1.5;0.246182707;(0.2,0.3];6
seas4mo;0.2412;1.5;0.254825702;(0.2,0.3];7
seas4mo;0.2412;1.5;0.25909851;(0.2,0.3];8
seas4mo;0.2412;1.5;0.254464033;(0.2,0.3];9
seas4mo;0.2412;1.5;0.202994844;(0.1,0.2];10
seas9mo;0.04;1.6;0.413409422;(0.4,0.5];1
seas9mo;0.04;1.6;0.39440876;(0.3,0.4];2
seas9mo;0.04;1.6;0.447347315;(0.4,0.5];3
seas9mo;0.04;1.6;0.432553392;(0.4,0.5];4
seas9mo;0.04;1.6;0.412721015;(0.4,0.5];5
seas9mo;0.04;1.6;0.424756428;(0.4,0.5];6
seas9mo;0.04;1.6;0.445954934;(0.4,0.5];7
seas9mo;0.04;1.6;0.430753315;(0.4,0.5];8
seas9mo;0.04;1.6;0.430975293;(0.4,0.5];9
seas9mo;0.04;1.6;0.454472728;(0.4,0.5];10
seas6mo;0.0972;1.6;0.351684616;(0.3,0.4];1
seas6mo;0.0972;1.6;0.327044975;(0.3,0.4];2
seas6mo;0.0972;1.6;0.345305159;(0.3,0.4];3
seas6mo;0.0972;1.6;0.340529802;(0.3,0.4];4
seas6mo;0.0972;1.6;0.364638266;(0.3,0.4];5
seas6mo;0.0972;1.6;0.342783817;(0.3,0.4];6
seas6mo;0.0972;1.6;0.351449713;(0.3,0.4];7
seas6mo;0.0972;1.6;0.35599191;(0.3,0.4];8
seas6mo;0.0972;1.6;0.343749038;(0.3,0.4];9
seas6mo;0.0972;1.6;0.344157896;(0.3,0.4];10
seas6mo;0.04;1.65;0.460020057;(0.4,0.5];1
seas6mo;0.04;1.65;0.443724475;(0.4,0.5];2
seas6mo;0.04;1.65;0.473308817;(0.4,0.5];3
seas6mo;0.04;1.65;0.457732579;(0.4,0.5];4
seas6mo;0.04;1.65;0.473577964;(0.4,0.5];5
seas6mo;0.04;1.65;0.444408185;(0.4,0.5];6
seas6mo;0.04;1.65;0.464567925;(0.4,0.5];7
seas6mo;0.04;1.65;0.441688546;(0.4,0.5];8
seas6mo;0.04;1.65;0.457125346;(0.4,0.5];9
seas6mo;0.04;1.65;0.453938415;(0.4,0.5];10
seas9mo;0.0972;1.65;0.314808851;(0.3,0.4];1
seas9mo;0.0972;1.65;0.307798125;(0.3,0.4];2
seas9mo;0.0972;1.65;0.315663721;(0.3,0.4];3
seas9mo;0.0972;1.65;0.360080155;(0.3,0.4];4
seas9mo;0.0972;1.65;0.343813755;(0.3,0.4];5
seas9mo;0.0972;1.65;0.338323899;(0.3,0.4];6
seas9mo;0.0972;1.65;0.352352736;(0.3,0.4];7
seas9mo;0.0972;1.65;0.331120852;(0.3,0.4];8
seas9mo;0.0972;1.65;0.33886964;(0.3,0.4];9
seas9mo;0.0972;1.65;0.343124044;(0.3,0.4];10
seas5mo;0.04;1.75;0.440381939;(0.4,0.5];1
seas5mo;0.04;1.75;0.436954441;(0.4,0.5];2
seas5mo;0.04;1.75;0.47826607;(0.4,0.5];3
seas5mo;0.04;1.75;0.44627685;(0.4,0.5];4
seas5mo;0.04;1.75;0.478837372;(0.4,0.5];5
seas5mo;0.04;1.75;0.455271424;(0.4,0.5];6
seas5mo;0.04;1.75;0.452876019;(0.4,0.5];7
seas5mo;0.04;1.75;0.491765563;(0.4,0.5];8
seas5mo;0.04;1.75;0.456942017;(0.4,0.5];9
seas5mo;0.04;1.75;0.454971747;(0.4,0.5];10
seas5mo;0.0972;1.75;0.355129623;(0.3,0.4];1
seas5mo;0.0972;1.75;0.35699697;(0.3,0.4];2
seas5mo;0.0972;1.75;0.370871571;(0.3,0.4];3
seas5mo;0.0972;1.75;0.34318416;(0.3,0.4];4
seas5mo;0.0972;1.75;0.364349483;(0.3,0.4];5
seas5mo;0.0972;1.75;0.357449547;(0.3,0.4];6
seas5mo;0.0972;1.75;0.367966805;(0.3,0.4];7
seas5mo;0.0972;1.75;0.365768638;(0.3,0.4];8
seas5mo;0.0972;1.75;0.363584062;(0.3,0.4];9
seas5mo;0.0972;1.75;0.357912739;(0.3,0.4];10
seas9mo;0.2412;1.8;0.220540232;(0.2,0.3];1
seas9mo;0.2412;1.8;0.243265345;(0.2,0.3];2
seas9mo;0.2412;1.8;0.226327851;(0.2,0.3];3
seas9mo;0.2412;1.8;0.245033774;(0.2,0.3];4
seas9mo;0.2412;1.8;0.250585132;(0.2,0.3];5
seas9mo;0.2412;1.8;0.246629125;(0.2,0.3];6
seas9mo;0.2412;1.8;0.263563956;(0.2,0.3];7
seas9mo;0.2412;1.8;0.239062632;(0.2,0.3];8
seas9mo;0.2412;1.8;0.239764202;(0.2,0.3];9
seas9mo;0.2412;1.8;0.230905671;(0.2,0.3];10
seas3mo;0.04;2;0.541686476;(0.5,0.6];1
seas3mo;0.04;2;0.497189503;(0.4,0.5];2
seas3mo;0.04;2;0.52546299;(0.5,0.6];3
seas3mo;0.04;2;0.504428228;(0.4,0.5];4
seas3mo;0.04;2;0.533219979;(0.5,0.6];5
seas3mo;0.04;2;0.511953136;(0.5,0.6];6
seas3mo;0.04;2;0.492980864;(0.4,0.5];7
seas3mo;0.04;2;0.52128924;(0.5,0.6];8
seas3mo;0.04;2;0.530049262;(0.5,0.6];9
seas3mo;0.04;2;0.53828448;(0.5,0.6];10
seas4mo;0.04;2;0.539887522;(0.5,0.6];1
seas4mo;0.04;2;0.490747142;(0.4,0.5];2
seas4mo;0.04;2;0.506363389;(0.5,0.6];3
seas4mo;0.04;2;0.519739929;(0.5,0.6];4
seas4mo;0.04;2;0.511797023;(0.5,0.6];5
seas4mo;0.04;2;0.546731317;(0.5,0.6];6
seas4mo;0.04;2;0.505862964;(0.5,0.6];7
seas4mo;0.04;2;0.514236385;(0.5,0.6];8
seas4mo;0.04;2;0.500435655;(0.4,0.5];9
seas4mo;0.04;2;0.554523182;(0.5,0.6];10
seas3mo;0.0972;2;0.383165944;(0.3,0.4];1
seas3mo;0.0972;2;0.396189898;(0.3,0.4];2
seas3mo;0.0972;2;0.408642695;(0.4,0.5];3
seas3mo;0.0972;2;0.395847832;(0.3,0.4];4
seas3mo;0.0972;2;0.413471514;(0.4,0.5];5
seas3mo;0.0972;2;0.397143047;(0.3,0.4];6
seas3mo;0.0972;2;0.412301629;(0.4,0.5];7
seas3mo;0.0972;2;0.402788648;(0.3,0.4];8
seas3mo;0.0972;2;0.403170952;(0.3,0.4];9
seas3mo;0.0972;2;0.408984183;(0.4,0.5];10
seas4mo;0.0972;2;0.417836655;(0.4,0.5];1
seas4mo;0.0972;2;0.398979752;(0.3,0.4];2
seas4mo;0.0972;2;0.435383044;(0.4,0.5];3
seas4mo;0.0972;2;0.413750482;(0.4,0.5];4
seas4mo;0.0972;2;0.393653323;(0.3,0.4];5
seas4mo;0.0972;2;0.397624073;(0.3,0.4];6
seas4mo;0.0972;2;0.43497957;(0.4,0.5];7
seas4mo;0.0972;2;0.436013637;(0.4,0.5];8
seas4mo;0.0972;2;0.404697224;(0.3,0.4];9
seas4mo;0.0972;2;0.367121714;(0.3,0.4];10
seas3mo;0.2412;2;0.278015827;(0.2,0.3];1
seas3mo;0.2412;2;0.232091604;(0.2,0.3];2
seas3mo;0.2412;2;0.256846839;(0.2,0.3];3
seas3mo;0.2412;2;0.233324746;(0.2,0.3];4
seas3mo;0.2412;2;0.266144821;(0.2,0.3];5
seas3mo;0.2412;2;0.257647384;(0.2,0.3];6
seas3mo;0.2412;2;0.255789124;(0.2,0.3];7
seas3mo;0.2412;2;0.270973485;(0.2,0.3];8
seas3mo;0.2412;2;0.236890523;(0.2,0.3];9
seas3mo;0.2412;2;0.236552804;(0.2,0.3];10
seas4mo;0.2412;2;0.296699492;(0.2,0.3];1
